,JNJ,PFE,LLY,PRGO,CTLT,VTRS,ALXN,ZTS,ABBV,MRK
2016-09-26,117.77999877929688,31.9165096282959,79.5199966430664,95.7300033569336,26.209999084472656,41.18000030517578,124.51000213623047,51.209999084472656,64.06999969482422,62.150001525878906
2016-09-27,119.22000122070312,32.09677505493164,80.87999725341797,96.7699966430664,26.3700008392334,41.310001373291016,125.9800033569336,51.869998931884766,64.56999969482422,62.56999969482422
2016-09-28,119.38999938964844,32.24857711791992,80.70999908447266,97.27999877929688,26.309999465942383,40.220001220703125,123.76000213623047,51.75,64.22000122070312,63.29999923706055
2016-09-29,117.2699966430664,31.612903594970703,79.73999786376953,93.23999786376953,25.600000381469727,38.470001220703125,120.05999755859375,51.02000045776367,62.81999969482422,61.90999984741211
2016-09-30,118.12999725341797,32.13472366333008,80.26000213623047,92.33000183105469,25.84000015258789,38.119998931884766,122.54000091552734,52.0099983215332,63.06999969482422,62.40999984741211
2016-10-03,118.80999755859375,31.954458236694336,81.0,93.77999877929688,25.829999923706055,38.20000076293945,122.13999938964844,52.36000061035156,63.22999954223633,62.52000045776367
2016-10-04,118.81999969482422,31.99241065979004,81.11000061035156,94.06999969482422,25.940000534057617,37.970001220703125,123.41000366210938,52.310001373291016,63.0,62.459999084472656
2016-10-05,119.18000030517578,32.16318893432617,81.75,96.7300033569336,25.8700008392334,38.029998779296875,125.51000213623047,52.18000030517578,63.38999938964844,62.79999923706055
2016-10-06,118.75,31.925996780395508,81.47000122070312,94.83999633789062,25.979999542236328,36.84000015258789,122.88999938964844,51.650001525878906,62.83000183105469,62.65999984741211
2016-10-07,119.23999786376953,31.840606689453125,82.08999633789062,90.94999694824219,25.68000030517578,35.939998626708984,125.05000305175781,51.849998474121094,62.93000030517578,62.77000045776367
2016-10-10,119.80000305175781,31.888046264648438,83.05999755859375,92.7300033569336,26.149999618530273,38.869998931884766,126.05000305175781,52.689998626708984,63.310001373291016,63.900001525878906
2016-10-11,117.63999938964844,31.43263816833496,81.80999755859375,89.2300033569336,24.68000030517578,38.310001373291016,121.7699966430664,50.959999084472656,62.38999938964844,61.93000030517578
2016-10-12,117.97000122070312,31.37571144104004,80.51000213623047,88.0,24.229999542236328,37.06999969482422,118.75,51.41999816894531,61.209999084472656,61.65999984741211
2016-10-13,118.26000213623047,31.081594467163086,80.0,87.9000015258789,23.729999542236328,37.880001068115234,119.61000061035156,51.02000045776367,61.150001525878906,62.5099983215332
